Model Name,Type,Processor Brand,Processor Name,Processor Generation,RAM,RAM Type,Storage Type,Storage Capacity,Graphic Processor,Screen Size,Screen Resolution,Screen Type,Weight,Dimensions,USB Port,HDMI Port,Wireless LAN,Bluetooth,Battery Cell,Battery Backup,Web Camera,Backlit Keyboard,Warranty Summary,Laptop Name,Rating,Rating/Review Count,Final price,MRP,Discount,Product URL
SFG14-41,Thin and Light Laptop,AMD,Ryzen 5 Hexa Core,N/A,16 GB,LPDDR4X,SSD,N/A,AMD Radeon AMD,35.56 cm (14 Inch),1920 x 1080 Pixel,N/A,1.25 Kg,321.71 x 211.72 x 15.9 mm,"1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 2.0 port, 1 x USB Type-C port with DC-in",N/A,Wi-Fi 6E Wireless,v5.1,N/A,N/A,"Video conferencing: UFC with Type USB FHD Camera, Compatible with Windows, 1920 x 1080 resolution, 1080p HD video at 60 fps with Temporal Noise Reduction",N/A,1 Year Carry-in Warranty,"Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41-R6G9 Thin and Light Laptop  (14 Inch, Pure Silver, 1.25 Kg, With MS Office)",4.3,755 Ratings & 90 Reviews,"39,990","69,999",42% off,https://www.flipkart.com/acer-swift-go-14-amd-ryzen-5-hexa-core-7430u-16-gb-512-gb-ssd-windows-11-home-sfg14-41-r6g9-thin-light-laptop/p/itm52551833a1d42?pid=COMH3GFNKMHJEBYF&lid=LSTCOMH3GFNKMHJEBYFYBAVSV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_110&otracker=browse&fm=organic&iid=e7e25bbf-4ba8-42ef-a6d8-97991842c59c.COMH3GFNKMHJEBYF.SEARCH&ppt=sp&ppn=sp&ssid=544q3r610w0000001741522626697
LOQ,Gaming Laptop,Intel,Core i7,13th Gen,16 GB,DDR5,SSD,N/A,NVIDIA GeForce RTX 4050,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, IPS, 300 Nits Brightness, Anti-glare, 100% sRGB, 144Hz Refresh Rate, G-SYNC",2.38 kg,359.86 x 258.7 x 21.9 mm,"3 x USB-A (USB 5 Gbps / USB 3.2 Gen 1), 1 x USB-C (USB 10 Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort 1.4",1 x HDMI 2.1,"Wi-Fi 6, 802.11 ax 2x2",v5.2,N/A,N/A,Full HD 1080p with E-Shutter,N/A,1Yr Warranty and 1 Yr Accidental Damage Protection,"Lenovo LOQ Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) 15IRX9 Gaming Laptop  (15.6 Inch, Luna Grey, 2.38 kg, With MS Office)",4,32 Ratings & 4 Reviews,"89,990","1,46,890",38% off,https://www.flipkart.com/lenovo-loq-intel-core-i7-13th-gen-13650hx-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-15irx9-gaming-laptop/p/itme3e94a3f73f71?pid=COMGYSFGEPA8WQGH&lid=LSTCOMGYSFGEPA8WQGHJSSS7D&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_111&otracker=browse&fm=organic&iid=e7e25bbf-4ba8-42ef-a6d8-97991842c59c.COMGYSFGEPA8WQGH.SEARCH&ppt=sp&ppn=sp&ssid=544q3r610w0000001741522626697
ANV15-41,Gaming Laptop,AMD,Ryzen 7 Octa Core,N/A,16 GB,DDR5,SSD,N/A,NVIDIA GeForce RTX 4050,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD display with IPS (In-Plane Switching) technology, high-brightness (300 nits), Acer ComfyView LED-backlit TFT LCD, supporting 144 Hz, 3 ms Overdrive, 16:9 aspect ratio, sRGB 100%, Wide viewing angle up to 170 degrees, Ultra-slim design, Mercury free, environment friendly",2.1 Kg,362.3 x 239.89 x 23.5 mm,"2 x USB 3.2 Gen 1 port, 1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 4 port",1 x HDMI Port,Wi-Fi 6 Wireless LAN,v5.1,57 Wh 4-cell Li-ion battery,N/A,UFC with T-Type HD camera with Blue Glass lens with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction with Dual Mic,No,1 Year International Travelers Warranty (ITW),"Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) ANV15-41 Gaming Laptop  (15.6 Inch, Obsidian Black, 2.1 Kg)",4.2,158 Ratings & 14 Reviews,"77,990","1,01,999",23% off,https://www.flipkart.com/acer-nitro-v-amd-ryzen-7-octa-core-7735hs-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-anv15-41-gaming-laptop/p/itm6491e522f1157?pid=COMGZN7Z7FZFAEZF&lid=LSTCOMGZN7Z7FZFAEZF3UFJ1O&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_112&otracker=browse&fm=organic&iid=e7e25bbf-4ba8-42ef-a6d8-97991842c59c.COMGZN7Z7FZFAEZF.SEARCH&ppt=sp&ppn=sp&ssid=544q3r610w0000001741522626697
B1402CBA-NK1494WS,Thin and Light Laptop,Intel,Core i3,12th Gen,8 GB,DDR4,SSD,N/A,Intel Integrated UHD,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, 16:9, Glare Anti-glare display, Color gamut NTSC: 45%, View angle(H/V) 90/65",1.49 Kg,326.9 x 214.5 x 19.9 mm,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C support power delivery, 1 x USB 3.2 Gen 2 Type-C support display / power delivery",1 x HDMI 1.4,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.3,N/A,N/A,720p HD camera,N/A,1 Year Onsite Warranty,"ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS Thin and Light Laptop  (14 Inch, Star Black, 1.49 Kg, With MS Office)",4.3,305 Ratings & 28 Reviews,"36,990","50,990",27% off,https://www.flipkart.com/asus-expertbook-b14-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-b1402cba-nk1494ws-thin-light-laptop/p/itm5558ba4200e57?pid=COMGZF9EYUYC52BH&lid=LSTCOMGZF9EYUYC52BHIWCC5H&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_113&otracker=browse&fm=organic&iid=e7e25bbf-4ba8-42ef-a6d8-97991842c59c.COMGZF9EYUYC52BH.SEARCH&ppt=sp&ppn=sp&ssid=544q3r610w0000001741522626697
15s-fy5004TU,Thin and Light Laptop,Intel,Core i3,12th Gen,16 GB,DDR4,SSD,N/A,Intel Integrated UHD,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",1.69 Kg,358 x 242 x 17.9 mm,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",N/A,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,3 Cell,N/A,HP True Vision 720p HD camera,N/A,1 Year Onsite Warranty,"HP Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fy5004TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg, With MS Office)",4.2,"6,855 Ratings & 414 Reviews","36,400","52,721",30% off,https://www.flipkart.com/hp-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-15s-fy5004tu-thin-light-laptop/p/itm2977a9ca00317?pid=COMGQY48KGHRAF3B&lid=LSTCOMGQY48KGHRAF3BRCYCYH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_114&otracker=browse&fm=organic&iid=e7e25bbf-4ba8-42ef-a6d8-97991842c59c.COMGQY48KGHRAF3B.SEARCH&ppt=sp&ppn=sp&ssid=544q3r610w0000001741522626697
X1504ZA-NJ549WS,Thin and Light Laptop,Intel,Core i5,12th Gen,16 GB,DDR4,SSD,N/A,Intel Integrated Integrated,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD 16:9 aspect ratio, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified",1.70 kg,359.7 x 232.5 x 17.9mm,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A, 1 x DC-in",1 x HDMI 1.4,Wi-Fi 6E(802.11ax) (Dual band) 1 x 1,v5.3,3 Cell,N/A,720p HD camera With privacy shutter,No,1 Year Onsite Warranty,"ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ549WS Thin and Light Laptop  (15.6 Inch, Quiet Blue, 1.70 kg, With MS Office)",4.2,"7,225 Ratings & 400 Reviews","48,990","66,990",26% off,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj549ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMHYG8ZPYAZAFTY&lid=LSTCOMHYG8ZPYAZAFTYUFI8OO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_115&otracker=browse&fm=organic&iid=e7e25bbf-4ba8-42ef-a6d8-97991842c59c.COMHYG8ZPYAZAFTY.SEARCH&ppt=sp&ppn=sp&ssid=544q3r610w0000001741522626697
FA507NVR-LP104WS,Gaming Laptop,AMD,Ryzen 7 Octa Core,N/A,16 GB,DDR5,SSD,N/A,NVIDIA GeForce RTX 4060,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9, 144Hz, 85/85/85/85, IPS-level, 250nits, 1000:1, 72%, 100%, 75.35%, Anti-glare display",2.20 Kg,354 x 251 x 24.9 mm,"1 x USB 3.2 Gen 2 Type-C, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",N/A,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.3,N/A,N/A,720P HD camera,N/A,1 Year Onsite Warranty,"ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060) FA507NVR-LP104WS Gaming Laptop  (15.6 Inch, Mecha Gray, 2.20 Kg, With MS Office)",4.5,44 Ratings & 3 Reviews,"94,990","1,19,990",20% off,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-fa507nvr-lp104ws-laptop/p/itmc6ca6f861b082?pid=COMH4Y6KP3YYWBD5&lid=LSTCOMH4Y6KP3YYWBD5NP9YQP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_116&otracker=browse&fm=organic&iid=e7e25bbf-4ba8-42ef-a6d8-97991842c59c.COMH4Y6KP3YYWBD5.SEARCH&ppt=sp&ppn=sp&ssid=544q3r610w0000001741522626697
15s-fy5003TU,Thin and Light Laptop,Intel,Core i3,12th Gen,8 GB,DDR4,SSD,N/A,Intel Integrated UHD,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",1.69 Kg,N/A,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",N/A,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,3 Cell,N/A,HP True Vision 720p HD camera,No,1 Year Onsite Warranty,"HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg, With MS Office)",4.2,"6,855 Ratings & 414 Reviews","33,990","51,266",33% off,https://www.flipkart.com/hp-15s-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fy5003tu-thin-light-laptop/p/itm2977a9ca00317?pid=COMGZVGHE9QU8C6M&lid=LSTCOMGZVGHE9QU8C6MHJQTO4&marketplace=FLIPKART&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=b_5_117&otracker=browse&fm=organic&iid=e7e25bbf-4ba8-42ef-a6d8-97991842c59c.COMGZVGHE9QU8C6M.SEARCH&ppt=sp&ppn=sp&ssid=544q3r610w0000001741522626697
A325-45,Thin and Light Laptop,Intel,Celeron Dual Core,N/A,8 GB,LPDDR4X,SSD,N/A,Intel Integrated UHD,39.62 cm (15.6 Inch),1366 x 768 Pixel,HD,1.50 Kg,357.4 x 228 x 17.7 mm,1 x USB 3.0 ports,N/A,Wi-Fi 5,Yes,N/A,N/A,"UFC with T-Type HD camera, Compatible with Windows only, 720p HD video at 30 fps with Temporal Noise Reduction, Blue Glass lens",N/A,1 Year Onsite Warranty,"Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light Laptop  (15.6 Inch, Steel Grey, 1.50 Kg)",3.8,183 Ratings & 26 Reviews,"24,800","30,204",17% off,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a325-45-thin-light-laptop/p/itm9ca67a1a3ea22?pid=COMH2TPS6RRFKDMH&lid=LSTCOMH2TPS6RRFKDMHZGGZYY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_118&otracker=browse&fm=organic&iid=e7e25bbf-4ba8-42ef-a6d8-97991842c59c.COMH2TPS6RRFKDMH.SEARCH&ppt=sp&ppn=sp&ssid=544q3r610w0000001741522626697
YL613,Thin and Light Laptop,Intel,Core i3,12th Gen,16 GB,LPDDR4X,SSD,N/A,Intel Integrated UHD,40.64 cm (16 Inch),1920 x 1200 Pixel,"Full HD Display, Anti Glare (16:10 Aspect Ratio, 300nits peak brightness, , NTSC 60%)",1.78 Kg,357.3 x 248.8 x 17.95 mm,"Yes, 2 x USB 3.0",N/A,WiFi 6,v5.2,N/A,N/A,1080P FHD+ Video Camera with Dual Star Light,N/A,1 Year Onsite Warranty,"Infinix Y3 Max Series Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and Light Laptop  (16 Inch, Blue, 1.78 Kg)",4.3,413 Ratings & 73 Reviews,"25,990","59,990",56% off,https://www.flipkart.com/infinix-y3-max-series-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itm6267fa4f35865?pid=COMH34U3GVC86EYT&lid=LSTCOMH34U3GVC86EYTYKPM55&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_119&otracker=browse&fm=organic&iid=e7e25bbf-4ba8-42ef-a6d8-97991842c59c.COMH34U3GVC86EYT.SEARCH&ppt=sp&ppn=sp&ssid=544q3r610w0000001741522626697
YL613,Thin and Light Laptop,Intel,Core i5,12th Gen,16 GB,LPDDR4X,SSD,N/A,Intel Integrated UHD,40.64 cm (16 Inch),1920 x 1200 Pixel,"Full HD Display, Anti Glare (16:10 Aspect Ratio, 300nits peak brightness, , NTSC 60%)",1.78 Kg,357.3 x 248.8 x 17.95 mm,"Yes, 2 x USB 3.0",N/A,WiFi 6,v5.2,N/A,N/A,1080P FHD+ Video Camera with Dual Star Light,N/A,1 Year Onsite Warranty,"Infinix Y3 Max Series Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and Light Laptop  (16 Inch, Silver, 1.78 Kg)",4.2,242 Ratings & 47 Reviews,"29,990","69,990",57% off,https://www.flipkart.com/infinix-y3-max-series-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itm0d3ada4211d32?pid=COMH34U3BAB3F2H4&lid=LSTCOMH34U3BAB3F2H4HWB3HX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_120&otracker=browse&fm=organic&iid=e7e25bbf-4ba8-42ef-a6d8-97991842c59c.COMH34U3BAB3F2H4.SEARCH&ppt=sp&ppn=sp&ssid=544q3r610w0000001741522626697
E1504FA-NJ322WS,Thin and Light Laptop,AMD,Ryzen 3 Quad Core,N/A,8 GB,LPDDR5,SSD,N/A,AMD Radeon AMD,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit LCD, Anti-glare display, 250nits Brightness, TUV Rheinland-certified, 84 % Screen-to-body ratio",1.63 Kg,360.3 x 232.5 x 17.9 mm,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",N/A,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,N/A,N/A,720p HD camera With privacy shutter,N/A,1 Year Onsite Warranty,"ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ322WS Thin and Light Laptop  (15.6 Inch, Mixed Black, 1.63 Kg, With MS Office)",4.2,"4,611 Ratings & 448 Reviews","29,990","50,990",41% off,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj322ws-thin-light-laptop/p/itm968db504ada5b?pid=COMGMGXFQZGYKEZG&lid=LSTCOMGMGXFQZGYKEZGUU1BUT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_121&otracker=browse&fm=organic&iid=bb1d5ba6-52e3-4a17-92ec-d7eca7d1c8ea.COMGMGXFQZGYKEZG.SEARCH&ppt=sp&ppn=sp&ssid=7jt1vhas340000001741522718988
Aspire 3,Thin and Light Laptop,Intel,Core i3,13th Gen,8 GB,DDR4,SSD,N/A,Intel Integrated UHD,35.56 cm (14 inch),1920 x 1080 Pixels,N/A,1.45 kg,321.7 x 206.6 x 19.4 mm,"1 x USB 2.0 Port, 2 x USB 3.2 Port, 2 x Type C Port",1 x HDMI Port,WiFi 5 with Dual Band Technology,v5.2,45.6 Wh 2 Cell Li-ion Battery,N/A,2M With Privacy Camera Shutter,No,1 Year Warranty,"Acer Aspire 3 Intel Core i3 13th Gen - (8 GB/256 GB SSD/Windows 11 Home) A324-53 Thin and Light Laptop  (14 inch, Steel Grey, 1.45 kg)",4.2,"1,025 Ratings & 93 Reviews","27,990","44,999",37% off,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-8-gb-256-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm58dc5baf51a9f?pid=COMH7NCZGUEHXDEN&lid=LSTCOMH7NCZGUEHXDENG6QCQO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_122&otracker=browse&fm=organic&iid=bb1d5ba6-52e3-4a17-92ec-d7eca7d1c8ea.COMH7NCZGUEHXDEN.SEARCH&ppt=sp&ppn=sp&ssid=7jt1vhas340000001741522718988
AL15-41,Thin and Light Laptop,AMD,Ryzen 7 Octa Core,N/A,16 GB,DDR4,SSD,N/A,AMD Radeon AMD,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, High Brightness TFT LCD, 16:9 Aspect Ratio, Ultra Slim Design, Mercury Free, Environment Friendly",1.59 kg,360.40 x 239.30 x 19.7 mm,"1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)",1 x HDMI Output Port (with HDCP) V1.4b,Wi-Fi 5,v5.1,3 Cell,Upto 7 Hours,"HD Webcam with 1280 x 720 Resolution, 720p HD Audio/Video Recording",N/A,1 Year Onsite Warranty,"Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop  (15.6 Inch, Steel Grey, 1.59 kg)",4,221 Ratings & 25 Reviews,"39,990","69,990",42% off,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMHY74JVWWHKWKA&lid=LSTCOMHY74JVWWHKWKAO8L4DP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_123&otracker=browse&fm=organic&iid=bb1d5ba6-52e3-4a17-92ec-d7eca7d1c8ea.COMHY74JVWWHKWKA.SEARCH&ppt=sp&ppn=sp&ssid=7jt1vhas340000001741522718988
V15,Thin and Light Laptop,AMD,Ryzen 5 Quad Core,N/A,8 GB,DDR5,SSD,N/A,AMD Radeon AMD,39.62 cm (15.6 Inch),1920 X 1080 Pixel,Full HD,1.6 Kg,N/A,N/A,N/A,Wi-Fi 6,Yes,N/A,upto 8 hours,HD Camera,N/A,1 Year Onsite Warranty,"Lenovo V15 Series AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light Laptop  (15.6 Inch, Grey, 1.6 Kg)",3.9,36 Ratings & 6 Reviews,"31,490","59,990",47% off,https://www.flipkart.com/lenovo-v15-series-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itmdcccd5f5d1865?pid=COMGWB8RZZHCZGMA&lid=LSTCOMGWB8RZZHCZGMAKY7V0H&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_124&otracker=browse&fm=organic&iid=bb1d5ba6-52e3-4a17-92ec-d7eca7d1c8ea.COMGWB8RZZHCZGMA.SEARCH&ppt=sp&ppn=sp&ssid=7jt1vhas340000001741522718988
Notebook,Business Laptop,AMD,Ryzen 5 Hexa Core,N/A,8 GB,DDR4,SSD,N/A,AMD Radeon AMD Radeon™ Graphics,39.62 cm (15.6 inch),1366x768$$Pixels pixel,HD,1.75 kg,324 x 225 x 17.9 mm,2 Super Speed USB Type-A 5Gbps signaling rate; 1 SuperSpeed USB Type-C® 5Gbps signaling rate; 1 RJ-45; 1 headphone/microphone combo; 1 HDMI 1.4b; 1 AC power,N/A,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi® and Bluetooth® 5 combo,Bluetooth® 5 combo,"HP Long Life 3-cell, 41 Wh Li-ion",4 hours,720p HD camera,No,1 Year Onsite Warranty,"HP 255 G9 Silver AMD Ryzen 5 Hexa Core AMD Ryzen5-5625U - (8 GB/512 GB SSD/Windows 11 Home) 255 G9 Business Laptop  (15.6 inch, Silver, 1.75 kg)",4.2,164 Ratings & 12 Reviews,"29,490","52,251",43% off,https://www.flipkart.com/hp-255-g9-silver-amd-ryzen-5-hexa-core-ryzen5-5625u-8-gb-512-gb-ssd-windows-11-home-business-laptop/p/itmf0a680c05d471?pid=COMGZR8Y4QG3FNJV&lid=LSTCOMGZR8Y4QG3FNJVGXE8IR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_125&otracker=browse&fm=organic&iid=bb1d5ba6-52e3-4a17-92ec-d7eca7d1c8ea.COMGZR8Y4QG3FNJV.SEARCH&ppt=sp&ppn=sp&ssid=7jt1vhas340000001741522718988
15-fd0123TU,Thin and Light Laptop,Intel,Core i3,N/A,8 GB,DDR4,SSD,N/A,Intel Integrated UHD,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD, Micro Edge, Anti-glare, 250 nits, 62.5% sRGB",1.59 kg,359.8 x 236 x 18.6 mm,"1 x USB Type-C 5 Gbps Signaling Rate (Supports Data Transfer Only and Doesn't Support Charging or External Monitors), 2 x USB Type-A 5 Gbps Signaling Rate",1 x HDMI 1.4b,Realtek Wi-Fi 6 (1x1),v5.3,3 Cell,Upto 7 Hours and 30 Minutes,HP True Vision 1080p FHD Camera with Temporal Noise Reduction,N/A,1 Year Carry-in Warranty,"HP Laptop Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0123TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.59 kg, With MS Office)",4.3,160 Ratings & 8 Reviews,"33,490","39,995",16% off,https://www.flipkart.com/hp-laptop-intel-core-i3-n305-8-gb-512-gb-ssd-windows-11-home-15-fd0123tu-thin-light/p/itmd793360b80fc2?pid=COMHF6WAKCNSF4TM&lid=LSTCOMHF6WAKCNSF4TML32H4B&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_126&otracker=browse&fm=organic&iid=bb1d5ba6-52e3-4a17-92ec-d7eca7d1c8ea.COMHF6WAKCNSF4TM.SEARCH&ppt=sp&ppn=sp&ssid=7jt1vhas340000001741522718988
AL15-41,Thin and Light Laptop,AMD,Ryzen 3 Quad Core,N/A,8 GB,DDR4,SSD,N/A,AMD Radeon AMD,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,1.59 Kg,360.40 x 239.30 x 19.9 mm,"1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)",N/A,Wi-Fi 5,Yes,N/A,N/A,"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording",N/A,1 Year Carry-in Warranty,"Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop  (15.6 Inch, Steel Grey, 1.59 Kg)",4.1,318 Ratings & 32 Reviews,"29,990","44,990",33% off,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH2TPSM9V7V38F&lid=LSTCOMH2TPSM9V7V38F5SNKCO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_127&otracker=browse&fm=organic&iid=bb1d5ba6-52e3-4a17-92ec-d7eca7d1c8ea.COMH2TPSM9V7V38F.SEARCH&ppt=sp&ppn=sp&ssid=7jt1vhas340000001741522718988
K3605ZF-RP458WS,Creator Laptop,Intel,Core i5,12th Gen,16 GB,DDR4,SSD,N/A,NVIDIA GeForce RTX 2050,40.64 cm (16 Inch),1920 x 1200 Pixel,WUXGA (1920 x 1200) 16:10 aspect ratio 144Hz refresh rate 300nits 45% NTSC color gamut,1.8 Kg,358.6 x 249.1 x 189 mm,"1 x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps), 2 x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps)",1 x HDMI 2.1 TMDS,Wi-Fi 6E(802.11ax) (Dual band) 2*2,v5.3,3-cell Li-ion,N/A,720p HD camera With privacy shutter,Yes,1 Year Onsite Warranty,"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/144 Hz) K3605ZF-RP458WS Creator Laptop  (16 Inch, Cool Silver, 1.8 Kg, With MS Office)",4.2,585 Ratings & 66 Reviews,"59,990","77,990",23% off,https://www.flipkart.com/asus-vivobook-16x-2025-creator-office-2024-m365-basic-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-k3605zf-rp458ws-laptop/p/itm9fd372e93edc4?pid=COMH9499HWBEGX5H&lid=LSTCOMH9499HWBEGX5HFBY5UM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_128&otracker=browse&fm=organic&iid=bb1d5ba6-52e3-4a17-92ec-d7eca7d1c8ea.COMH9499HWBEGX5H.SEARCH&ppt=sp&ppn=sp&ssid=7jt1vhas340000001741522718988
